Genes	ctrl_1	ctrl_2	ctrl_3	ctrl_4	ctrl_5	trt_1	trt_2	trt_3	trt_4	trt_5
LOC101930434	89	25	64	58	61	11	1	7	26	3
LOC102723360	147	579	728	506	702	1336	1216	954	204	676
LOC102723382	341	873	543	613	340	597	123	226	591	1383
LOC102723407	447	1859	2355	1661	1033	2312	2712	1139	2643	2149
LOC102723415	397	388	1106	600	390	691	1667	1292	494	1594
LOC102723502	573	1177	1276	343	906	1363	1209	238	735	947
LOC102723532	778	591	688	1130	336	907	231	237	484	829
LOC102723534	2316	1964	830	1888	653	1869	1225	1987	924	886
LOC102723623	286	237	142	145	142	357	257	438	550	388
LOC102723655	867	208	257	221	760	415	252	492	583	775
LOC102723713	227	1199	209	440	259	126	888	595	482	303
LOC102723722	1992	1506	946	2359	2156	1482	426	2158	1747	942
LOC102723728	1227	2213	213	635	2537	734	907	868	1019	1141
LOC102723730	834	1392	725	1079	686	1179	581	702	396	1014
LOC102723750	3391	1182	865	1778	1503	548	1432	678	1789	1030
LOC102723899	2420	1573	1864	1373	2404	312	1072	1043	377	611
LOC102723930	1100	1198	2596	582	1315	1173	895	983	1809	574
LOC102723971	607	453	1218	1102	572	2245	657	343	1067	669
LOC102723996	1411	1458	366	2299	2651	2473	4730	2297	2080	2533
LOC102724014	1187	1277	2402	792	1202	1070	1025	3682	2315	2443
LOC102724052	948	259	1379	2067	602	1618	901	1116	1066	1695
LOC102724062	701	39	1322	917	811	1107	436	1024	1220	200
LOC102724159	56	151	156	161	157	192	157	280	212	132
LOC102724183	1013	2135	2285	774	1599	640	1196	907	3023	1306
LOC102724197	587	617	367	1186	679	550	264	484	248	662
LOC102724200	133	147	259	96	306	302	112	155	145	36
LOC102724219	1065	343	1818	1435	770	2950	5518	1763	3811	696
LOC102724237	1669	1609	1944	1289	1143	1417	2303	1468	1262	1898
LOC102724250	855	1417	699	1219	816	2157	3485	4698	2659	1261
LOC102724265	1196	799	3177	1232	692	10621	5170	9962	6427	2642
LOC102724334	1160	1971	3430	1329	1671	2035	1572	2953	668	1727
LOC102724378	193	289	1082	3277	1490	1379	1513	757	1627	478
LOC102724485	1721	827	780	1034	1636	1111	869	1756	1074	999
LOC102724488	948	1176	1936	706	1357	1283	858	508	2190	814
LOC102724624	1254	3419	1646	3917	1259	3023	1430	2197	2154	2667
LOC102724642	1485	1832	2441	2773	590	1067	1008	1078	227	1798
LOC102724646	4047	978	3076	1084	1427	734	2526	938	2613	2040
LOC102724657	1562	427	616	380	855	923	663	205	564	213
LOC102724665	723	1268	707	346	295	600	720	443	836	475
LOC102724751	108	184	291	209	335	245	143	65	164	154
LOC102724770	1579	32	1040	463	853	2283	741	1257	693	508
LOC102724788	1590	1118	2573	762	3783	4848	8268	4184	5199	6156
LOC102724813	319	2184	962	559	329	493	1105	847	385	641
LOC102724843	61	200	511	92	409	657	327	332	416	180
LOC102724877	120	87	254	132	228	240	41	193	53	472
LOC102724904	422	1416	404	471	609	380	1081	694	760	266
LOC102724951	682	129	441	605	675	454	409	236	137	123
LOC102724957	599	901	1072	268	730	659	421	1201	850	719
LOC102724965	3165	2161	848	272	2118	1430	638	2464	2453	1022
LOC102724971	904	459	1640	1414	2426	1016	997	1276	873	338
LOC102724985	1917	1223	315	550	1221	641	2665	338	1418	2429
LOC102724993	1017	856	1864	2002	530	1061	760	654	318	1306
LOC102725009	2148	609	3631	1076	2254	902	1584	3600	741	765
LOC102725023	259	644	226	408	127	125	86	100	43	53
LOC102725034	939	1668	256	1212	1208	1334	2653	1520	2826	701
LOC102725035	1091	2142	761	1635	4121	2088	985	1817	417	2880
LOC102725138	288	613	1202	422	953	263	182	152	285	284
LOC102725179	103	433	428	160	491	509	177	146	130	263
LOC102725180	236	432	190	293	582	539	136	84	277	223
LOC105369140	3005	1933	1248	844	1269	3237	1093	1730	2059	1487
LOC105369176	786	703	517	728	647	658	1794	479	1281	1554
LOC105369189	1020	540	770	865	282	999	240	528	727	244
LOC105369199	729	301	595	193	519	579	1145	346	764	320
LOC105369201	1497	805	627	1188	990	967	3243	460	2354	1470
LOC105369205	2126	3496	1604	399	2194	1030	2213	2617	497	2140
LOC105369209	2067	814	441	1095	633	319	2819	1367	234	831
LOC105369214	786	643	406	1506	2040	1164	2215	1652	1265	413
LOC105369236	2379	2138	3952	1806	2615	736	475	1364	2812	2330
LOC105369239	785	453	1580	2514	740	2119	2748	678	2235	641
LOC105369243	1278	992	650	1001	1299	1838	1243	782	556	323
LOC105369244	175	269	61	213	302	97	215	198	240	184
LOC105369246	2645	1438	1182	1185	796	1704	1978	1966	1612	2383
LOC105369247	444	389	344	356	735	24	83	123	76	73
LOC105369274	104	64	121	79	24	261	43	89	19	214
LOC105369277	2002	1617	2098	1510	1232	761	1211	627	1749	2148
LOC105369425	938	550	380	461	368	1165	1337	1537	1569	404
LOC105369535	1674	1864	1148	1460	4717	1351	1899	1723	518	4242
LOC105369591	1037	833	816	471	1542	3298	2657	4813	3081	3108
LOC105369669	1114	2474	1742	601	4113	1318	270	2827	1617	3944
LOC105369869	978	1247	744	622	787	1184	924	505	621	672
LOC105369889	1138	2105	945	1771	1798	2678	1636	783	926	2419
LOC105369914	1082	65	442	1412	937	672	485	1051	231	639
LOC105370092	78	85	119	73	6	34	39	18	21	20
LOC105370298	738	465	1204	645	769	1834	280	447	358	1163
LOC105370399	1959	2273	837	1567	1564	982	1070	2161	2212	518
LOC105370579	192	190	1388	652	166	369	96	441	230	343
LOC105370691	506	1292	727	732	752	717	910	745	1057	1517
LOC105370705	323	306	270	571	182	570	377	343	504	155
LOC105370706	291	411	63	88	314	241	335	166	271	315
LOC105370720	2384	876	1578	1009	2125	814	1051	1044	870	936
LOC105370733	764	1306	252	2933	2347	2193	614	4887	487	778
LOC105370849	755	1247	172	76	1334	232	217	243	722	417
LOC105370940	2181	520	560	986	1224	2117	314	1605	1105	931
LOC105370980	3383	4230	2849	1168	680	3936	898	2001	2636	222
LOC105371031	1083	1662	979	1419	2294	1035	866	1060	954	1573
LOC105371045	1768	1700	2042	2232	376	745	1027	1467	872	357
LOC105371063	203	220	415	587	799	195	604	219	222	168
LOC105371095	1141	498	574	1153	568	401	1090	121	648	1241
LOC105371187	95	242	451	528	688	516	763	466	280	459
LOC105371191	1123	573	304	697	423	1117	964	1065	558	1638
LOC105371215	2828	928	1629	609	1701	1299	1224	1143	1227	1223
LOC105371253	447	626	518	576	774	628	305	738	973	1432
LOC105371371	213	231	142	137	167	286	210	157	185	138
LOC105371409	881	1607	1278	2004	1117	762	1661	2380	2385	714
LOC105371419	253	886	1349	592	1142	497	827	1806	424	960
LOC105371448	1822	5000	1361	650	2620	3588	1170	2118	2405	4280
LOC105371566	1221	2777	903	619	2785	1452	684	608	1434	2813
LOC105371598	310	141	135	127	189	153	110	83	136	204
LOC105371727	2255	853	970	388	294	257	788	2441	1080	1255
LOC105371844	1040	329	1031	1149	509	728	1948	811	1346	257
LOC105371910	177	1423	315	261	538	464	201	686	782	263
LOC105371921	545	661	159	527	288	772	1657	457	1290	1755
LOC105371930	978	282	191	154	1985	1793	1287	351	681	1122
LOC105371932	502	444	121	1885	736	505	1218	502	1736	2401
LOC105371933	520	807	280	509	153	1260	1706	3435	1195	1631
LOC105371944	1346	465	1113	1249	887	1566	508	1137	1437	477
LOC105372109	549	562	405	401	658	427	580	391	229	395
LOC105372204	722	615	1022	268	394	1078	363	291	621	687
LOC105372269	359	517	64	109	191	353	78	666	98	226
LOC105372315	132	75	165	60	129	135	162	227	258	105
LOC105372319	653	652	667	640	273	1641	1144	1147	700	539
LOC105372412	239	1008	206	309	145	1368	905	992	638	771
LOC105372478	1595	436	662	420	1285	208	1052	994	600	398
LOC105372585	700	877	747	2019	2684	2405	874	1902	1436	1971
LOC105372698	551	999	2221	1474	789	845	706	496	2091	783
LOC105372704	421	952	166	737	463	375	883	846	932	915
LOC105372714	3284	3144	466	891	3320	395	1761	1751	1578	1896
LOC105372798	1977	2041	831	1109	2609	3148	511	3209	1328	1454
LOC105372824	5006	1994	2752	1594	1231	3780	2221	543	688	1885
LOC105372836	180	274	144	242	441	245	124	201	313	235
LOC105372883	1067	1530	2012	564	508	965	775	793	2117	2206
LOC105372977	537	925	1758	1123	2835	1008	1110	1248	949	926
LOC105373057	2575	1173	1332	270	2364	2334	1030	1617	2515	573
LOC105373091	253	1846	674	851	1404	709	450	760	1164	886
LOC105373102	120	129	99	72	38	19	88	115	6	113
LOC105373133	1276	2866	2586	1844	2136	2405	857	1004	1007	900
LOC105373154	1230	1454	1108	977	1808	1117	686	702	630	746
LOC105373242	1667	1292	762	913	1796	1605	435	863	164	634
LOC105373244	542	383	772	1774	709	904	710	795	498	1132
LOC105373289	1203	687	774	332	165	912	837	1290	719	302
LOC105373297	492	614	495	437	654	282	802	642	234	227
LOC105373314	302	445	404	185	216	1194	340	147	1410	478
LOC105373347	1431	2035	2281	2882	2237	3638	451	1993	2914	2775
LOC105373381	724	1735	890	305	158	488	607	940	490	428
LOC105373392	3161	358	1845	596	2256	922	654	643	948	1024
LOC105373395	807	3219	1261	1306	2374	785	252	1618	1717	1538
LOC105373750	972	2716	690	915	1522	1976	699	1417	296	175
LOC105373780	790	823	353	434	337	164	163	69	231	109
LOC105373944	2305	1111	1604	2076	1358	981	1209	1974	940	518
LOC105373985	223	146	106	422	454	103	192	510	302	595
LOC105373989	162	42	156	395	220	465	205	222	400	534
LOC105374013	2671	973	1955	835	2421	286	358	482	242	179
LOC105374103	2866	1132	1137	1481	1607	2463	362	1383	2182	2724
LOC105374299	1242	3105	1053	3710	1781	1492	624	1563	1909	1603
LOC105374301	33	74	239	394	137	193	191	212	276	283
LOC105374314	547	1296	1046	409	395	1719	155	375	410	1504
LOC105374378	34	49	66	32	96	279	473	212	134	258
LOC105374811	1936	2138	1881	2690	1236	787	2464	977	900	1501
LOC105375106	363	243	346	493	432	180	695	287	298	511
LOC105375107	1377	1988	1660	2081	1616	1225	1872	2545	4548	957
LOC105375205	143	519	277	120	237	163	339	293	617	175
LOC105375683	26	55	51	59	25	96	51	17	79	37
LOC105375787	1854	419	550	2059	1371	864	945	312	877	1255
LOC105375809	466	262	415	301	144	129	120	166	156	499
LOC105375816	711	1418	1085	2241	1548	659	3344	829	552	1193
LOC105375817	916	2094	292	566	1836	1719	2900	3574	1178	1386
LOC105375938	146	77	135	55	236	110	36	210	98	98
LOC105375975	717	2110	352	409	981	133	1371	563	934	2012
LOC105376204	1302	2764	2237	1628	2554	2304	1621	2336	926	1057
LOC105376335	1017	1903	1270	1612	548	701	2356	1321	1634	2798
LOC105376339	481	2050	1770	1711	1521	1176	684	3006	1565	807
LOC105376341	283	378	412	434	294	322	247	971	299	497
LOC105376353	370	720	430	942	136	219	861	408	443	957
LOC105376525	541	299	475	109	587	167	286	477	66	151
LOC105376526	699	797	507	616	622	291	1725	2490	4364	813
LOC105376678	3510	1821	1964	927	1222	971	858	2578	639	1003
LOC105376714	616	331	891	855	249	279	722	394	333	817
LOC105376722	424	1198	571	745	1078	598	2571	880	1600	815
LOC105376731	1108	716	406	626	334	376	415	542	552	1045
LOC105376747	2440	2981	1922	1121	922	428	269	328	262	367
LOC105376791	53	55	59	47	162	47	45	90	112	98
LOC105376875	850	102	259	314	827	301	441	804	610	323
LOC105376906	1233	699	1821	1677	1582	843	1525	2264	1488	1175
LOC105376917	425	117	60	202	362	222	759	123	230	271
LOC105377021	727	835	499	2239	890	450	369	1773	1728	675
LOC105377022	1063	552	625	440	941	565	1218	668	1253	738
LOC105377310	374	1988	1892	419	1590	1265	1058	672	1282	333
LOC105377372	1282	578	1032	1276	1008	825	1426	947	1367	416
LOC105377622	1378	1104	1261	1756	716	861	288	163	909	1175
LOC105377641	571	649	3074	2198	2969	2848	1231	2095	2504	1185
LOC105377650	3713	960	1788	3612	1424	1545	3090	645	3227	2673
LOC105377746	567	1496	1032	873	554	731	1265	827	883	1870
LOC105377774	1204	511	866	1569	941	791	1561	1878	2034	340
LOC105377777	2387	621	701	1937	783	445	1875	1270	640	1095
LOC105377792	779	860	1617	869	626	788	542	480	902	251
LOC105377805	3878	290	758	1849	3972	1143	1914	3464	1201	3971
LOC105378105	1576	995	788	1688	2746	872	1168	338	1525	1865
LOC105378132	447	392	637	348	742	510	581	930	504	187
LOC105378148	201	146	176	191	219	106	149	89	124	157
LOC105378161	87	36	347	46	91	119	317	207	75	90
LOC105378189	827	443	263	707	591	157	150	339	710	229
LOC105378193	880	928	284	279	582	213	262	174	140	133
LOC105378230	541	942	746	1699	440	572	482	705	319	815
LOC105378260	83	491	109	1171	337	149	373	427	354	487
LOC105378479	2102	563	1747	2244	1580	2458	1631	1141	1820	1764
LOC105378577	366	644	390	136	198	960	537	186	234	624
LOC105378696	267	389	188	334	608	604	267	279	225	234
LOC105378862	1000	2259	786	380	1677	1354	537	1021	1411	626
LOC105378947	868	379	1437	383	2362	1739	2528	1285	911	1021
LOC105378949	471	669	1246	411	367	281	512	1027	1631	1690
LOC105378950	1254	1197	1075	874	558	211	814	551	941	586
LOC105378955	577	2054	1084	947	1072	714	1220	243	660	1271
LOC105378979	119	1041	262	526	809	401	339	212	385	535
LOC105379177	1051	679	423	307	847	1118	603	656	568	404
LOC105379198	200	376	487	411	394	565	395	410	593	295
LOC105379282	707	889	1395	1469	1121	635	417	250	954	584
LOC105379356	628	1384	481	1355	1770	820	517	976	463	705
LOC105379417	2345	2131	1003	777	2813	924	2765	1750	2186	1580
LOC105379443	627	606	427	757	656	363	486	490	247	615
LOC105379473	1832	792	2460	2462	1320	3949	745	1451	1729	1274
LOC105379474	454	357	402	213	668	99	597	261	867	1002
LOC105379528	308	329	216	232	81	389	591	48	448	329
LOC105379533	400	1781	861	1327	534	253	478	1181	1469	186
LOC105379545	521	774	1745	2155	751	1851	1191	1306	1471	550
LOC105379547	206	203	337	321	464	197	189	362	557	456
LOC105379554	612	1423	909	1575	1869	488	722	1264	1747	1315
LOC105379561	1767	2239	1182	2999	3367	1874	2086	1133	2715	912
LOC105379765	513	668	1066	489	548	498	445	794	753	708
LOC105379861	916	532	713	1415	640	724	882	1183	508	674
LOC107983962	302	222	455	970	241	236	319	685	345	463
LOC107983981	1169	1368	578	511	607	1230	208	259	284	1753
LOC107983983	107	43	141	66	155	102	47	103	58	15
LOC107983989	1737	2637	2433	1645	3343	603	710	577	809	849
LOC107983990	596	484	344	652	759	365	1388	1269	136	1676
LOC107983991	1864	1246	603	2606	1110	703	956	1145	1651	1466
LOC107983998	301	333	165	274	555	321	282	374	291	178
LOC107984025	4891	1486	908	967	2225	1014	3274	2707	678	1139
LOC107984026	2867	2754	570	2202	2587	1859	651	1673	2763	1405
LOC107984043	1333	1354	1217	1831	2224	653	263	1199	1157	2156
LOC107984053	789	2885	3244	1483	3160	682	1134	468	339	326
LOC107984055	480	278	270	483	250	644	597	551	666	153
LOC107984056	1110	641	294	571	562	493	1435	1187	1859	931
LOC107984058	765	2031	1935	994	979	783	702	3536	1614	1976
LOC107984065	716	1573	1344	1104	1722	605	1446	776	732	1056
LOC107984084	2704	828	2178	2928	2181	3705	563	439	1630	2712
LOC107984104	372	266	793	396	271	133	44	132	108	82
LOC107984115	525	239	493	730	257	163	449	158	106	159
LOC107984124	547	315	1186	1155	349	473	229	1321	90	421
LOC107984125	1060	1336	1684	1178	2641	1400	1073	1727	554	1481
LOC107984126	405	4120	1869	2441	1018	3553	1753	2722	2339	3246
LOC107984138	1541	1449	1124	913	2158	3806	3641	5441	4346	7333
LOC107984139	910	239	520	1222	1380	1768	2072	4665	5779	8517
LOC107984148	375	1205	956	387	1024	1702	1170	795	2010	1282
LOC107984153	437	2393	2152	714	610	5370	5869	7086	5105	2735
LOC107984155	129	580	726	157	223	806	99	643	311	202
LOC107984156	499	1338	812	1783	1672	796	552	433	1647	1479
LOC107984159	935	154	1522	264	936	1366	5951	1505	1939	5030
LOC107984189	855	463	1175	895	282	539	966	1848	1832	1152
LOC107984203	71	150	110	113	123	78	185	62	78	58
LOC107984208	3845	1215	635	2527	1267	2707	1367	5504	4670	4285
LOC107984236	557	1145	809	2441	1351	1014	641	1624	1018	2230
LOC107984264	893	1595	660	1368	2904	1041	764	1010	577	690
LOC107984265	2017	2075	732	2937	929	2016	410	299	2025	894
LOC107984314	726	1527	2249	1911	669	542	814	1117	879	1067
LOC107984341	2307	1149	1807	781	2430	363	702	1590	818	600
LOC107984351	785	410	415	405	629	506	1677	507	833	983
LOC107984355	2977	1217	701	1172	859	2814	1265	1610	831	1955
LOC107984399	594	222	1271	678	421	721	301	840	509	324
LOC107984449	2709	642	1533	1531	1085	598	1342	159	928	2407
LOC107984507	348	511	781	1178	925	1172	1741	1900	659	880
LOC107984512	2096	2358	869	722	1125	525	1385	1651	2686	801
LOC107984590	510	1382	861	1790	2402	1260	1400	1978	1913	995
LOC107984638	1706	726	2205	870	457	1985	1258	605	2647	683
LOC107984648	1471	1064	1213	1388	1337	427	4283	813	262	2942
LOC107984678	544	562	1535	1810	1397	2116	528	972	2043	431
LOC107984728	1723	1554	3266	1751	2272	1077	759	467	824	880
LOC107984745	804	1694	2903	1000	1173	1074	321	877	796	1956
LOC107984751	237	497	641	1028	525	780	226	388	480	312
LOC107984814	1490	2073	2230	3135	2816	1699	1825	575	1398	1449
LOC107984817	759	555	1472	1813	435	1088	309	409	1872	785
LOC107984832	1078	3373	325	562	2055	2330	1350	2543	1283	1039
LOC107984833	1837	829	874	1531	723	3260	875	594	1219	349
LOC107984841	93	306	140	132	324	230	179	94	371	233
LOC107984851	347	305	856	524	1353	349	422	621	633	767
LOC107984859	1107	360	1430	405	547	1773	1640	4030	2452	2629
LOC107984862	885	1709	1109	3072	1034	1789	1172	1455	2493	1290
LOC107984876	1916	1788	2871	940	798	2341	1389	1943	875	929
LOC107984902	604	1046	106	225	782	1336	328	512	1913	1886
LOC107984923	1917	1001	1127	291	1322	1362	542	554	1774	1672
LOC107984973	1422	526	1458	344	3787	1151	1104	552	1153	892
LOC107984974	295	488	359	203	125	245	366	265	170	188
LOC107985021	561	619	544	540	453	818	719	1093	355	534
LOC107985022	758	1056	585	502	1510	424	403	119	340	486
LOC107985082	363	328	662	695	301	485	350	472	517	130
LOC107985103	104	381	360	392	428	624	176	231	261	315
LOC107985108	263	283	64	151	106	123	153	136	84	136
LOC107985115	2672	1307	1310	1347	1918	1626	1176	1354	1471	3187
LOC107985149	117	419	1635	328	761	438	198	148	581	524
LOC107985184	437	435	339	671	2087	402	1088	385	797	485
LOC107985246	549	390	362	1340	492	260	453	158	805	409
LOC107985309	539	1045	857	301	801	823	1382	216	1260	481
LOC107985320	618	851	1145	905	681	1672	820	1618	1476	781
LOC107985332	684	459	393	404	571	391	721	188	252	1069
LOC107985381	1452	1241	1376	1419	402	2297	1299	1510	420	375
LOC107985384	1690	3158	3276	1565	1158	1163	81	1208	516	248
LOC107985388	264	514	473	1777	1362	1113	558	1207	636	688
LOC107985410	2663	2671	690	743	1057	1694	847	564	875	4397
LOC107985416	1331	1078	1051	541	867	831	546	691	699	824
LOC107985428	776	813	497	91	197	113	394	396	574	117
LOC107985433	877	351	1615	880	2557	533	733	1447	833	968
LOC107985476	1226	2202	644	878	3542	158	1597	709	2612	1355
LOC107985524	3767	792	670	815	1586	1629	998	1614	1928	2117
LOC107985525	1002	1048	601	693	546	227	346	349	291	200
LOC107985532	2397	681	2359	3760	2582	1677	1836	2231	2405	1419
LOC107985535	1045	1234	642	1536	738	237	134	244	182	130
LOC107985555	683	430	496	234	447	646	202	410	492	292
LOC107985556	956	789	669	405	773	93	955	379	635	971
LOC107985657	1492	1033	1852	1457	961	1599	172	358	855	1060
LOC107985678	1152	3487	1192	652	1256	889	3208	1389	2056	1585
LOC107985687	517	1537	98	522	1454	388	870	1102	1129	450
LOC107985692	287	319	608	346	930	450	322	360	444	541
LOC107985728	1027	1092	884	1140	639	845	402	1327	1029	1108
LOC107985729	1502	683	806	1626	1685	1982	1681	1916	2275	1576
LOC107985734	147	578	361	694	345	355	403	509	328	184
LOC107985770	1221	1226	929	219	2263	4064	10377	12576	8157	2265
LOC107985773	843	2111	958	1635	961	936	1236	2315	363	1205
LOC107985778	1468	3318	1820	679	947	625	3093	2399	716	1666
LOC107985792	1410	1686	1844	379	652	1336	1257	2174	1509	1290
LOC107985795	1456	1090	831	439	1404	996	773	1273	751	337
LOC107985798	1842	1847	2506	2225	1794	868	1350	1243	2076	1031
LOC107985805	1631	1189	2433	968	2167	2183	2390	1674	6345	868
LOC107985876	1076	670	998	406	1012	684	854	1220	770	535
LOC107985896	1645	938	475	1113	323	691	724	246	302	1713
LOC107985911	317	549	564	500	541	339	263	310	192	608
LOC107985931	394	145	417	99	728	38	23	76	62	119
LOC107985946	2270	1172	1233	1872	1511	1644	1872	1639	3289	916
LOC107986004	338	386	425	510	867	104	737	240	542	226
LOC107986035	1142	2154	478	2638	3287	737	1452	73	3724	2903
LOC107986084	547	692	1616	716	702	377	818	1605	906	254
LOC107986113	2137	482	1554	834	3283	1706	1826	1104	3092	1500
LOC107986163	404	609	484	134	374	161	508	159	171	248
LOC107986175	251	162	227	191	497	600	98	391	361	292
LOC107986192	158	173	141	224	117	130	124	238	481	173
LOC107986211	2480	1148	2375	873	1161	891	1129	3425	1079	1357
LOC107986215	400	1385	1069	349	312	999	543	1437	1024	398
LOC107986217	43	67	63	51	55	46	48	67	74	58
LOC107986244	221	1497	712	1617	595	805	946	260	1730	1295
LOC107986255	2822	1353	3323	1790	1143	2496	909	1613	1267	786
LOC107986352	1357	931	1863	1977	1304	1702	2180	1146	1957	1052
LOC107986353	712	612	386	917	439	510	609	645	773	1480
LOC107986354	607	571	747	445	737	549	870	551	789	443
LOC107986453	1893	714	1883	1953	745	2454	1296	2723	313	2264
LOC107986531	279	605	1225	1349	1741	1299	1061	900	604	738
LOC107986532	117	427	321	128	495	212	86	242	704	781
LOC107986554	1268	343	302	912	99	57	170	176	55	200
LOC107986596	1328	2718	1412	2077	1605	1335	1373	2111	2749	1343
LOC107986675	114	292	261	244	160	221	343	255	425	511
LOC107986677	804	709	1061	1212	1081	1740	2913	1434	3146	1803
LOC107986876	2035	1073	234	858	900	895	2121	277	1330	807
LOC107986908	1103	365	310	1159	1890	2311	1447	1678	668	2519
LOC107986910	932	1121	1929	906	678	853	1877	1377	1336	2051
LOC107986982	791	2177	655	537	1516	364	526	109	328	1140
